Plasmid,Concentration,Replicate,mCherry,GFP
pLac,0.01,3,1.9106718776503289,2.1778330827165733
pLac,0.01,3,1.3843240531264809,2.499275607918164
pLac,0.01,3,1.800629932457101,2.5524421932031904
pLac,0.01,3,1.8946694910312232,1.7352933838592852
pLac,0.01,3,2.542818114676591,2.450555402951764
pLac,0.01,3,1.3410489295155839,2.3075577070804103
pLac,0.01,3,1.990955858523072,2.1845975203580013
pLac,0.01,3,2.17501485120084,1.9929213764518952
pLac,0.01,3,2.0722009307670586,2.6530198891501717
pLac,0.01,3,1.75393225930466,2.458016478612577
pLac,0.01,3,1.2533690064867242,2.4455130879996214
pLac,0.01,3,2.382679181406188,2.1146115760831767
pLac,0.01,3,1.8203317521247653,2.124923157068123
pLac,0.01,3,1.4511714671198366,2.408574504573654
pLac,0.01,3,1.5393057397150949,2.4701881748748407
pLac,0.01,3,1.3945134205691725,2.42344268748413
pLac,0.01,3,2.6508366099119045,2.2190810496501965
pLac,0.01,3,1.4142152402368375,2.5082071997633646
pLac,0.01,3,1.8746713036071398,2.2021631501874506
pLac,0.01,3,1.6425451902771322,2.494743758307845
pLac,0.01,3,2.4627643393619434,2.327656367164756
pLac,0.01,3,1.75393225930466,1.9648915307046395
pLac,0.01,3,2.9187869973769653,2.3668978780444423
pLac,0.01,3,1.6065888915412287,2.378778050877828
pLac,0.01,3,1.7309624582825849,2.2453079616707123
pLac,0.01,3,2.252637533174395,2.1067229111237817
pLac,0.01,3,2.4017680725657984,2.1890523713033816
pLac,0.01,3,1.881438121508288,2.4592482808103595
pLac,0.01,3,1.6249315627558651,2.047343152045053
pLac,0.01,3,1.5536043333587997,1.5639081885295196
pLac,0.01,3,1.6758021325597086,2.532957534345184
pLac,0.01,3,1.6127878452222115,2.3932083609682206
pLac,0.01,3,1.3632144462618767,2.2756559483415497
pLac,0.01,3,2.023801842998544,2.2472646641800917
pLac,0.01,3,1.5169538794877269,2.3683998304267706
pLac,0.01,3,1.3632144462618767,2.4913152538651
pLac,0.01,3,1.4142152402368375,2.4274154053147474
pLac,0.01,3,1.888103178884776,2.9221855541358366
pLac,0.01,3,1.7924972645899555,2.374358953705256
pLac,0.01,3,2.442404193597443,2.424770752211852
pLac,0.01,3,1.3295361273385853,2.4455130879996214
pLac,0.01,3,2.0038785804268424,2.0849983310314704
pLac,0.01,3,2.2928946734533997,2.1223669050912304
pLac,0.01,3,1.5169538794877269,2.6000830824540504
pLac,0.01,3,2.178464035636968,2.5071002123914514
pLac,0.01,3,1.5742228399369165,2.2865381827360567
pLac,0.01,3,1.5536043333587997,2.5037631355508614
pLac,0.01,3,1.6189012933635818,2.2883270584642634
pLac,0.01,3,1.423747176711213,2.2273116926326435
pLac,0.01,3,2.5367361260918373,2.2128097077009854
pLac,0.01,3,1.5169538794877269,2.173267412777029
pLac,0.01,3,1.423747176711213,2.4194352729887374
pLac,0.01,3,1.808616057766056,2.279312111455849
pLac,0.01,3,1.670429727833249,2.127465246911552
pLac,0.01,3,0.7800828574264288,2.195654586548528
pLac,0.01,3,1.3843240531264809,2.047343152045053
pLac,0.01,3,1.9138041731126003,2.3109692175399648
pLac,0.01,3,1.3410489295155839,2.1350080914477667
pLac,0.01,3,1.7494325459026436,2.5711330405234043
pLac,0.01,3,2.4089750275072954,2.317717075079019
pLac,0.01,3,1.7714877408155836,2.06219383477272
pLac,0.01,3,1.808616057766056,2.743481186979109
pLac,0.01,3,2.17501485120084,2.204312315910949
pLac,0.01,3,2.444294251741885,1.8776067454604584
pLac,0.01,3,2.444294251741885,2.6134614657865898
pLac,0.01,3,1.5742228399369165,2.387490579278095
pLac,0.01,3,2.4269863620781367,2.0161170897156087
pLac,0.01,3,2.1697902174620296,1.9311652168608413
pLac,0.01,3,3.026205139202895,2.477339167034681
pLac,0.01,3,1.78421257546829,2.090526663485585
pLac,0.01,3,2.45362550088514,2.383154993857904
pLac,0.01,3,1.8046409821236091,2.1374950679594256
pLac,0.01,3,2.193661568944468,2.535047952735768
pLac,0.01,3,1.4599483472562231,2.117211277332684
pLac,0.01,3,1.800629932457101,2.0794025782278087
pLac,0.01,3,1.6594855183746522,2.326014697996349
pLac,0.01,3,2.4210635394653397,2.0257100393193563
pLac,0.01,3,1.9106718776503289,2.3058423927721123
pLac,0.01,3,1.3522702368032804,2.175555926464182
pLac,0.01,3,1.5014007761946842,2.5787806516064364
pLac,0.01,3,1.5742228399369165,2.337384916250288
pLac,0.01,3,1.3295361273385853,1.986072800909231
pLac,0.01,3,2.1767427986651486,2.3058423927721123
pLac,0.01,3,1.5742228399369165,2.674292098591584
pLac,0.01,3,1.6966632988554706,2.8190114191861304
pLac,0.01,3,1.125863144283096,2.173267412777029
pLac,0.01,3,2.5880030970664403,2.249213057948912
pLac,0.01,3,1.3177162811844934,2.405818664198844
pLac,0.01,3,2.795463985472238,2.6704264814309053
pLac,0.01,3,1.9468730481953391,1.8506080148507216
pLac,0.01,3,2.3370638481401085,2.1934643864802426
pLac,0.01,3,2.0038785804268424,2.499275607918164
pLac,0.01,3,1.3295361273385853,2.477339167034681
pLac,0.01,3,2.140835077084402,2.304120641997301
pLac,0.01,3,1.9583115659569768,2.838797068252994
pLac,0.01,3,2.1351889120260714,2.3160393911511177
pLac,0.01,3,1.4852819830185835,1.873215840727028
pLac,0.01,3,1.5674560220357685,1.6849584697434696
pLac,0.01,3,1.990955858523072,2.0096085260766863
pLac,0.01,3,2.0451945296218974,2.4518073711039348
pLac,0.01,3,2.4028048402039444,2.2719704181407345
pLac,0.01,3,2.554737299191636,2.2569249376843503
pLac,0.01,3,1.7583867486912086,2.3227136330886817
pLac,0.01,3,2.4627643393619434,1.9350373583472644
pLac,0.01,3,2.3912647857157365,2.3075577070804103
pLac,0.01,3,2.7538608277572147,2.06219383477272
pLac,0.01,3,1.8279736304547,2.3531543734829747
pLac,0.01,3,2.3033855292168166,2.270116492212164
pLac,0.01,3,1.5245304394234362,2.4153925504218328
pLac,0.01,3,1.7262221140243361,2.2569249376843503
pLac,0.01,3,1.7402937074258396,2.5093115229031677
pLac,0.01,3,1.194185494623312,2.581615960585435
pLac,0.01,3,1.60030200651124,2.50599054790116
pLac,0.01,3,2.3815941919703385,2.2569249376843503
pLac,0.01,3,1.7883742770612008,2.047343152045053
pLac,0.01,3,1.6425451902771322,2.4194352729887374
pLac,0.01,3,1.7714877408155836,2.442970998156192
pLac,0.01,3,0.9730236463171076,2.7635609290876912
pLac,0.01,3,2.22875469400435,2.1399686375245066
pLac,0.01,3,1.9803393518248444,2.2588328241882474
pLac,0.01,3,1.3632144462618767,2.6340872322391875
pLac,0.01,3,1.194185494623312,2.233389212516895
pLac,0.01,3,2.1217278958849377,2.298916283257804
pLac,0.01,3,1.6811101955624277,2.5504297073318662
pLac,0.01,3,2.198613776477884,2.391785581400015
pLac,0.01,3,1.404473793967396,2.300657636555019
pLac,0.01,3,2.51637270899599,2.456781360657907
pLac,0.01,3,1.4511714671198366,2.204312315910949
pLac,0.01,3,1.5536043333587997,0.4806396717721593
pLac,0.01,3,1.5742228399369165,2.273816883582616
pLac,0.01,3,0.7800828574264288,1.8819560296175888
pLac,0.01,3,1.5605842880580958,2.5494201446735425
pLac,0.01,3,1.8279736304547,2.156920023288534
pLac,0.01,3,1.404473793967396,1.9112986488619208
pLac,0.01,3,1.5014007761946842,1.64321642927971
pLac,0.01,3,1.6249315627558651,2.3974504193158785
pLac,0.01,3,1.493414650885729,2.279312111455849
pLac,0.01,3,1.6189012933635818,2.4339611089466566
pLac,0.01,3,-inf,2.047343152045053
pLac,0.01,3,2.444294251741885,2.028863632785272
pLac,0.01,3,1.6065888915412287,2.1473103308396206
pLac,0.01,3,1.404473793967396,2.2107000670049133
pLac,0.01,3,1.6249315627558651,2.1067229111237817
pLac,0.01,3,2.0139521495767245,2.6090452041388312
pLac,0.01,3,1.839194937742396,2.846795749181052
pLac,0.01,3,1.808616057766056,2.006319293044398
pLac,0.01,3,1.5536043333587997,2.253085199435334
pLac,0.01,3,1.860819614930172,2.2756559483415497
pLac,0.01,3,2.1500883977943643,2.273816883582616
pLac,0.01,3,2.1697902174620296,2.29541362469852
pLac,0.01,3,2.006418518399168,2.1093675642266776
pLac,0.01,3,2.0976558465857806,2.398855768172828
pLac,0.01,3,1.780011425878984,2.371389066035425
pLac,0.01,3,1.7757700732905841,2.486703697026861
pLac,0.01,3,1.6966632988554706,2.281129325882957
pLac,0.01,3,1.9526292065445199,2.480873300370936
pLac,0.01,3,1.593924659604581,2.500401611042998
pLac,0.01,3,1.7714877408155836,2.458016478612577
pLac,0.01,3,1.6594855183746522,2.282939371792709
pLac,0.01,3,1.5874542094598512,2.041265632160801
pLac,0.01,3,1.8046409821236091,2.070878877212508
pLac,0.01,3,1.6966632988554706,2.416744086135677
pLac,0.01,3,1.3945134205691725,2.37583672001673
pLac,0.01,3,2.814682855213931,2.0765789013592157
pLac,0.01,3,1.6863554397764071,2.2393872854191974
pLac,0.01,3,2.3033855292168166,2.300657636555019
pLac,0.01,3,1.8465210212864667,2.3309221890874143
pLac,0.01,3,1.2247643745996524,2.101387431900668
pLac,0.01,3,1.800629932457101,2.387490579278095
pLac,0.01,3,1.6594855183746522,1.9464615013918518
pLac,0.01,3,2.151916103325443,2.2128097077009854
pLac,0.01,3,1.5465126946565917,1.95760810725348
pLac,0.01,3,1.5605842880580958,1.8068753159800528
pLac,0.01,3,1.6539103761452865,2.559417185930975
pLac,0.01,3,1.6758021325597086,2.2433428792535035
pLac,0.01,3,2.8001361874301502,2.4493000094378625
pLac,0.01,3,2.011455140362552,2.3160393911511177
pLac,0.01,3,2.3570267067240933,2.575927713650085
pLac,0.01,3,2.3110938619982138,2.2607328105183666
pLac,0.01,3,1.4422172643312718,1.9996692339909488
pLac,0.01,3,1.8746713036071398,0.5642971966794806
pLac,0.01,3,1.7309624582825849,2.4416946522898093
pLac,0.01,3,1.1439561855484648,2.2107000670049133
pLac,0.01,3,1.493414650885729,2.446778870990209
pLac,0.01,3,1.423747176711213,2.1223669050912304
pLac,0.01,3,2.424034844201608,2.1709674277954063
pLac,0.01,3,1.7017287021405445,1.6504425005599177
pLac,0.01,3,1.4142152402368375,1.9791204551296568
pLac,0.01,3,2.33465504893276,2.2453079616707123
pLac,0.01,3,1.493414650885729,2.3193886472122194
pLac,0.01,3,1.7309624582825849,2.111997061641207
pLac,0.01,3,1.2247643745996524,2.065107152769833
pLac,0.01,3,2.2725288567129187,2.2472646641800917
pLac,0.01,3,1.5393057397150949,2.253085199435334
pLac,0.01,3,1.8046409821236091,2.3577814316148773
pLac,0.01,3,2.0038785804268424,2.3193886472122194
pLac,0.01,3,1.7017287021405445,2.208580681975444
pLac,0.01,3,1.780011425878984,2.5392004339548166
pLac,0.01,3,0.9730236463171076,2.2719704181407345
pLac,0.01,3,1.812555798935393,2.2273116926326435
pLac,0.01,3,2.089332259929033,2.2719704181407345
pLac,0.01,3,1.7671636288275951,1.7232177910727315
pLac,0.01,3,1.8279736304547,2.398855768172828
pLac,0.01,3,1.2930867249398683,2.4832143566895684
pLac,0.01,3,1.916914487373032,2.4416946522898093
pLac,0.01,3,1.780011425878984,2.4002568258815487
pLac,0.01,3,2.087226707450356,2.223214825745292
pLac,0.01,3,1.670429727833249,2.512608634405646
pLac,0.01,3,1.8279736304547,2.326014697996349
pLac,0.01,3,2.2928946734533997,2.098696245047607
pLac,0.01,3,1.5319796561710242,2.2607328105183666
pLac,0.01,3,1.929141965270388,2.2847423055194493
pLac,0.01,3,2.4508466957751494,2.464142685010016
pLac,0.01,3,1.2802389278884794,2.06219383477272
pLac,0.01,3,0.6911420005080962,1.7965637349951074
pLac,0.01,3,1.404473793967396,2.2626249618310585
pLac,0.01,3,2.409995092314772,2.428732037618726
pLac,0.01,3,3.3609613988910074,2.0592619011988704
pLac,0.01,3,1.4769972938969185,1.8219207964364368
pLac,0.01,3,1.3738949139910557,2.3531543734829747
pLac,0.01,3,1.7671636288275951,2.1325075618636937
pLac,0.01,3,2.01890435711014,2.0096085260766863
pLac,0.01,3,2.164503260579137,0.3782511362076385
pLac,0.01,3,2.50087685051584,2.2971682962177264
pLac,0.01,3,1.888103178884776,2.4153925504218328
pLac,0.01,3,2.2848602909759923,2.3437578804074257
pLac,0.01,3,1.8279736304547,2.208580681975444
pLac,0.01,3,1.23929741308522,1.4231662190227303
pLac,0.01,3,1.5245304394234362,2.386049931177501
pLac,0.01,3,1.4511714671198366,2.1868303522244315
pLac,0.01,3,0.8869702130519402,2.0443144542954927
pLac,0.01,3,1.860819614930172,2.3437578804074257
pLac,0.01,3,2.038177739853957,2.57497277877242
pLac,0.01,3,2.0633803816850524,2.416744086135677
pLac,0.01,3,1.8643233324901105,2.2413693448429046
pLac,0.01,3,1.209738597916355,2.467779528697644
pLac,0.01,3,1.5605842880580958,2.386049931177501
pLac,0.01,3,1.404473793967396,2.3092666328662443
pLac,0.01,3,1.7583867486912086,2.29541362469852
pLac,0.01,3,1.7309624582825849,2.6036889638255896
pLac,0.01,3,0.7800828574264288,1.1391225277197978
pLac,0.01,3,1.6367514089099569,2.527689439242748
pLac,0.01,3,1.7356526392265137,2.3623622953835626
pLac,0.01,3,1.2930867249398683,2.124923157068123
pLac,0.01,3,1.800629932457101,2.500401611042998
pLac,0.01,3,1.5393057397150949,2.43784417338834
pLac,0.01,3,1.404473793967396,2.643239496633963
pLac,0.01,3,2.5041844626068,2.442970998156192
pLac,0.01,3,1.6811101955624277,2.5048781933125013
pLac,0.01,3,1.6863554397764071,2.304120641997301
pLac,0.01,3,2.0358139051136708,2.1197963323002704
pLac,0.01,3,1.125863144283096,1.7641611437054106
pLac,0.01,3,2.3174166220505388,2.436553466368199
pLac,0.01,3,1.125863144283096,2.237396627012288
pLac,0.01,3,1.3055725636508395,2.351601593513432
pLac,0.01,3,1.6482642110869556,2.661805721495496
pLac,0.01,3,1.5674560220357685,2.405818664198844
pLac,0.01,3,1.2533690064867242,1.4989124092716275
pLac,0.01,3,0.8869702130519402,2.467779528697644
pLac,0.01,3,2.231811381728012,2.5371288907382663
pLac,0.01,3,1.9321468443272367,2.484380420959063
pLac,0.01,3,2.0700121956365702,2.1374950679594256
pLac,0.01,3,2.3604580887396707,2.1639974804644133
pLac,0.01,3,1.9526292065445199,2.3817006470203705
pLac,0.01,3,2.2210194546839723,2.2021631501874506
pLac,0.01,3,1.2802389278884794,2.525565148211909
pLac,0.01,3,1.9321468443272367,1.8905328408873745
pLac,0.01,3,1.7309624582825849,2.398855768172828
pLac,0.01,3,1.3738949139910557,2.2774876715050607
pLac,0.01,3,2.252637533174395,1.9996692339909488
pLac,0.01,3,1.5319796561710242,2.0932660509840075
pLac,0.01,3,2.222577340165629,2.006319293044398
pLac,0.01,3,2.4690512243919316,2.3309221890874143
pLac,0.01,3,2.375027879823892,2.2170001116476983
pLac,0.01,3,1.9043400847766208,2.453055932535837
pLac,0.01,3,1.3738949139910557,1.8268282875275017
pLac,0.01,3,1.2802389278884794,2.1521403337867717
pLac,0.01,3,1.5319796561710242,2.3143555505711557
pLac,0.01,3,1.3945134205691725,2.221152592866748
pLac,0.01,3,1.4330784258544678,2.070878877212508
pLac,0.01,3,1.6863554397764071,2.535047952735768
pLac,0.01,3,1.5245304394234362,2.2847423055194493
pLac,0.01,3,1.3295361273385853,2.467779528697644
pLac,0.01,3,2.17501485120084,2.4153925504218328
pLac,0.01,3,1.6189012933635818,2.4180916525759244
pLac,0.01,3,2.376129043031824,2.006319293044398
pLac,0.01,3,1.0223208457672135,0.9530764672479559
pLac,0.01,3,-0.282707401370135,2.6009872128807787
pLac,0.01,3,2.089332259929033,2.2682550452653225
pLac,0.01,3,1.3055725636508395,1.873215840727028
pLac,0.01,3,1.796582251693153,2.1868303522244315
pLac,0.01,3,2.1313844426304707,2.5900182592288044
pLac,0.01,3,2.2018847726025945,2.06219383477272
pLac,0.01,3,2.2018847726025945,2.1146115760831767
pLac,0.01,3,2.1313844426304707,2.4555429090474954
pLac,0.01,3,1.9667007999460242,2.4180916525759244
pLac,0.01,3,2.3558769837364317,1.4231662190227303
pLac,0.01,3,1.6367514089099569,2.4737776015999446
pLac,0.01,3,1.509245546706329,2.386049931177501
pLac,0.01,3,1.9526292065445199,2.2774876715050607
pLac,0.01,3,1.7924972645899555,1.8905328408873745
pLac,0.01,3,2.5058290580492555,2.290108987084768
pLac,0.01,3,2.023801842998544,2.5104131946043102
pLac,0.01,3,1.7309624582825849,2.1521403337867717
pLac,0.01,3,2.6888094735417103,2.104062926612925
pLac,0.01,3,1.5808878973134044,2.372876412696274
pLac,0.01,3,2.6716433594162767,2.5392004339548166
pLac,0.01,3,1.7757700732905841,2.5287479080929818
pLac,0.01,3,2.2241297689444046,2.2918840223471526
pLac,0.01,3,1.5536043333587997,2.104062926612925
pLac,0.01,3,2.557667676565163,2.4689854322645512
pLac,0.01,3,2.159152475713817,2.4221107677009948
pLac,0.01,3,1.6249315627558651,2.4113138920720774
pLac,0.01,3,1.6308808864875806,2.041265632160801
pLac,0.01,3,1.860819614930172,2.4689854322645512
pLac,0.01,3,1.8203317521247653,2.4180916525759244
pLac,0.01,3,2.0743789103989667,2.298916283257804
pLac,0.01,3,1.78421257546829,2.521286832432169
pLac,0.01,3,2.273916081517396,2.59735995254392
pLac,0.01,3,1.4852819830185835,1.7470593116817636
pLac,0.01,3,2.611894878753347,2.4924609374643234
pLac,0.01,3,2.1332907593895105,2.20000387070566
pLac,0.01,3,2.66994628792408,2.3143555505711557
pLac,0.01,3,2.46726405276396,2.3531543734829747
pLac,0.01,3,1.5742228399369165,2.500401611042998
pLac,0.01,3,1.75393225930466,2.2719704181407345
pLac,0.01,3,1.4769972938969185,2.5574351265072672
pLac,0.01,3,2.151916103325443,1.8552195716889592
pLac,0.01,3,2.4734878776866767,2.3092666328662443
pLac,0.01,3,2.061147540876032,2.6143396402998196
pLac,0.01,3,3.0038314075457366,2.068002090089432
pLac,0.01,3,1.8354859791678109,2.233389212516895
pLac,0.01,3,2.489101866749884,2.5463780603167403
pLac,0.01,3,1.493414650885729,2.3484801798221566
pLac,0.01,3,1.9261165749349536,2.653825589169486
pLac,0.01,3,1.6127878452222115,1.5972935303407556
pLac,0.01,3,2.203511262366287,1.986072800909231
pLac,0.01,3,2.080849360543697,2.3160393911511177
pLac,0.01,3,1.593924659604581,1.7641611437054106
pLac,0.01,3,1.5605842880580958,2.0794025782278087
pLac,0.01,3,1.8203317521247653,1.9720611459966968
pLac,0.01,3,1.6127878452222115,2.2918840223471526
pLac,0.01,3,2.2584124417547002,2.5287479080929818
pLac,0.01,3,2.4882487039008656,2.2588328241882474
pLac,0.01,3,2.06781259825252,1.5891721494240956
pLac,0.01,3,1.6425451902771322,2.5360896014080976
pLac,0.01,3,1.9410411487491712,2.369896882466354
pLac,0.01,3,2.3570267067240933,2.3668978780444423
pLac,0.01,3,1.860819614930172,1.996307709483086
pLac,0.01,3,1.6649914023863277,2.047343152045053
pLac,0.01,3,1.9667007999460242,2.2149096932571144
pLac,0.01,3,2.1351889120260714,2.3075577070804103
pLac,0.01,3,1.3522702368032804,2.369896882466354
pLac,0.01,3,1.6425451902771322,2.2936522173796186
pLac,0.01,3,1.7583867486912086,2.6204402473582498
pLac,0.01,3,1.6539103761452865,2.154536402119829
pLac,0.01,3,3.133001877592048,1.9350373583472644
pLac,0.01,3,2.2902326957024517,2.446778870990209
pLac,0.01,3,1.7116890755387681,2.2865381827360567
pLac,0.01,3,2.054380722974884,2.2626249618310585
pLac,0.01,3,1.6758021325597086,2.535047952735768
pLac,0.01,3,1.16133951014784,2.047343152045053
pLac,0.01,3,1.3522702368032804,2.1521403337867717
pLac,0.01,3,1.8164608282777008,2.168655855938792
pLac,0.01,3,1.8847831786179168,2.4194352729887374
pLac,0.01,3,2.6705127007337017,2.532957534345184
pLac,0.01,3,2.193661568944468,2.1709674277954063
pLac,0.01,3,1.8537279762279641,2.442970998156192
pLac,0.01,3,2.0334373955957075,2.154536402119829
pLac,0.01,3,2.0334373955957075,2.412677477156153
pLac,0.01,3,2.358173455004712,2.7977461189395303
pLac,0.01,3,1.6915393346978531,2.2393872854191974
pLac,0.01,3,2.261271922403524,2.1473103308396206
pLac,0.01,3,1.6539103761452865,2.0257100393193563
pLac,0.01,3,1.3843240531264809,2.512608634405646
pLac,0.01,3,1.7494325459026436,2.2588328241882474
pLac,0.01,3,2.4017680725657984,2.161650436763391
pLac,0.01,3,1.7017287021405445,2.2413693448429046
pLac,0.01,3,1.5169538794877269,2.6072667288770224
pLac,0.01,3,2.475250178072915,2.4180916525759244
pLac,0.01,3,-inf,1.9031047517786768
pLac,0.01,3,1.9261165749349536,2.532957534345184
pLac,0.01,3,1.3738949139910557,2.7692296551174675
pLac,0.01,3,1.985679391882028,2.412677477156153
pLac,0.01,3,1.881438121508288,2.3668978780444423
pLac,0.01,3,2.3370638481401085,2.3092666328662443
pLac,0.01,3,1.2670075583655445,2.4099462426449305
pLac,0.01,3,2.900976736574405,2.677361314336941
pLac,0.01,3,1.5808878973134044,2.0849983310314704
pLac,0.01,3,2.061147540876032,2.1592913259466107
pLac,0.01,3,2.091427857039662,2.3668978780444423
pLac,0.01,3,1.6966632988554706,1.9720611459966968
pLac,0.01,3,1.4511714671198366,1.6849584697434696
pLac,0.01,3,2.4190715452663527,2.5048781933125013
pLac,0.01,3,2.1058259943026973,2.3109692175399648
pLac,0.01,3,2.3072564530638813,2.2883270584642634
pLac,0.01,3,1.721430521808209,2.3058423927721123
pLac,0.01,3,2.3975965785894444,2.0765789013592157
pLac,0.01,3,1.6065888915412287,2.583496479787721
pLac,0.01,3,1.194185494623312,2.068002090089432
pLac,0.01,3,2.1500883977943643,2.327656367164756
pLac,0.01,3,2.111856263694981,2.3946267424472865
pLac,0.01,3,1.4142152402368375,2.5720959916493435
pLac,0.01,3,0.8186478627117242,2.5244993032655163
pLac,0.01,3,2.489953390476184,1.9929213764518952
pLac,0.01,3,2.0743789103989667,2.101387431900668
pLac,0.01,3,1.8354859791678109,2.486703697026861
pLac,0.01,3,1.5014007761946842,2.237396627012288
pLac,0.01,3,1.4685547917192119,2.149731687609574
pLac,0.01,3,1.935131488354832,2.5778316418718568
pLac,0.01,3,2.256975753419876,2.233389212516895
pLac,0.01,3,2.2875546333962156,2.1868303522244315
pLac,0.01,3,3.353871682905669,2.7448035107850584
pLac,0.01,3,1.6065888915412287,2.1934643864802426
pLac,0.01,3,1.3843240531264809,2.304120641997301
pLac,0.01,3,1.6249315627558651,2.3075577070804103
pLac,0.01,3,2.109855276263711,2.486703697026861
pLac,0.01,3,1.5605842880580958,2.6134614657865898
pLac,0.01,3,2.095589558632573,2.3683998304267706
pLac,0.01,3,2.633950073666287,2.4313540221425542
pLac,0.01,3,1.5874542094598512,1.9502072041772534
pLac,0.01,3,1.6308808864875806,2.2883270584642634
pLac,0.01,3,1.509245546706329,2.3421729184062547
pLac,0.01,3,2.4471143119230447,2.635764916167089
pLac,0.01,3,1.7116890755387681,1.8316838465215042
pLac,0.01,3,2.1801786140351966,2.424770752211852
pLac,0.01,3,1.9261165749349536,2.087770823110774
pLac,0.01,3,1.6649914023863277,2.266386016028934
pLac,0.01,3,1.7356526392265137,2.5623743135222967
pLac,0.01,3,2.0633803816850524,2.60548133346058
pLac,0.01,3,1.4769972938969185,2.127465246911552
pLac,0.01,3,1.6811101955624277,1.8597852416285032
pLac,0.01,3,1.6594855183746522,2.4701881748748407
pLac,0.01,3,1.7165865614271718,2.453055932535837
pLac,0.01,3,2.4813636262142853,2.489015268883476
pLac,0.01,3,1.8203317521247653,2.50599054790116
pLac,0.01,3,2.140835077084402,2.4518073711039348
pLac,0.01,3,2.151916103325443,2.5711330405234043
pLac,0.01,3,1.6539103761452865,2.521286832432169
pLac,0.01,3,1.867799569629468,2.458016478612577
pLac,0.01,3,1.762796914065199,2.5787806516064364
pLac,0.01,3,2.314898331393815,2.4194352729887374
pLac,0.01,3,1.6758021325597086,2.1473103308396206
pLac,0.01,3,2.581823350681649,2.117211277332684
pLac,0.01,3,1.8465210212864667,2.4416946522898093
pLac,0.01,3,1.6189012933635818,2.690924253784344
pLac,0.01,3,1.4685547917192119,2.493603767552252
pLac,0.01,3,2.109855276263711,2.515882222914736
pLac,0.01,3,1.878067626457756,2.435259118420753
pLac,0.01,3,2.151916103325443,2.2413693448429046
pLac,0.01,3,1.3410489295155839,2.4629239697036414
pLac,0.01,3,2.3975965785894444,2.2453079616707123
pLac,0.01,3,2.0589033944957427,2.404434512189628
pLac,0.01,3,1.8203317521247653,2.5909424207559257
pLac,0.01,3,1.5245304394234362,1.704486780415532
pLac,0.01,3,2.2497216150043142,2.5701680642621643
pLac,0.01,3,2.49418664102612,1.9791204551296568
pLac,0.01,3,2.273916081517396,1.8459496393763442
pLac,0.01,3,1.7017287021405445,2.197834381826666
pLac,0.01,3,1.404473793967396,2.2393872854191974
pLac,0.01,3,2.376129043031824,2.486703697026861
pLac,0.01,3,2.1919984601892892,2.3227136330886817
pLac,0.01,3,2.1697902174620296,2.3126655079861105
pLac,0.01,3,1.3945134205691725,2.2865381827360567
pLac,0.01,3,1.3177162811844934,1.6052736626667656
pLac,0.01,3,2.13896100256618,2.090526663485585
pLac,0.01,3,1.5536043333587997,2.493603767552252
pLac,0.01,3,1.762796914065199,1.8412434848585413
pLac,0.01,3,2.2725288567129187,2.436553466368199
pLac,0.01,3,1.3843240531264809,2.576880665276317
pLac,0.01,3,1.9639219948360336,2.5180517117937287
pLac,0.01,3,1.6758021325597086,2.6834388342211923
pLac,0.01,3,1.6915393346978531,2.337384916250288
pLac,0.01,3,1.7017287021405445,2.111997061641207
pLac,0.01,3,2.725287462348461,2.3946267424472865
pLac,0.01,3,2.4654696456035974,2.2883270584642634
pLac,0.01,3,2.205131805170586,1.8989522705596282
pLac,0.01,3,2.542818114676591,2.3357777480814157
pLac,0.01,3,1.6367514089099569,2.3562442575035143
pLac,0.01,3,1.3522702368032804,2.490166702469143
pLac,0.01,3,1.6539103761452865,2.719701459655889
pLac,0.01,3,1.7583867486912086,2.298916283257804
pLac,0.01,3,2.164503260579137,2.266386016028934
pLac,0.01,3,1.9261165749349536,2.701202834945973
pLac,0.01,3,2.0213598645720268,2.249213057948912
pLac,0.01,3,1.7924972645899555,2.4404147461792998
pLac,0.01,3,1.721430521808209,1.791319723138608
pLac,0.01,3,1.6811101955624277,2.5433156726883053
pLac,0.01,3,1.60030200651124,2.436553466368199
pLac,0.01,3,2.451774901272948,2.3437578804074257
pLac,0.01,3,2.5179727755829093,2.387490579278095
pLac,0.01,3,2.031048074643793,2.755247114801588
pLac,0.01,3,1.593924659604581,1.942684969430297
pLac,0.01,3,1.6539103761452865,2.436553466368199
pLac,0.01,3,1.9935707213477791,2.2756559483415497
pLac,0.01,3,1.6482642110869556,1.9350373583472644
pLac,0.01,3,2.0498114251527206,2.4404147461792998
pLac,0.01,3,1.916914487373032,2.6489700301754837
pLac,0.01,3,2.816722518101224,2.5946205650454965
pLac,0.01,3,1.2670075583655445,2.405818664198844
pLac,0.01,3,1.7262221140243361,2.2588328241882474
pLac,0.01,3,2.1697902174620296,2.2413693448429046
pLac,0.01,3,3.012027141732188,2.991954840166404
pLac,0.01,3,1.6594855183746522,2.2273116926326435
pLac,0.01,3,2.4130412758740687,2.068002090089432
pLac,0.01,3,1.7017287021405445,2.2021631501874506
pLac,0.01,3,1.812555798935393,2.446778870990209
pLac,0.01,3,1.78421257546829,2.298916283257804
pLac,0.01,3,2.2393621258986087,2.374358953705256
pLac,0.01,3,1.8203317521247653,2.458016478612577
pLac,0.01,3,2.162726833498824,2.3547019164106344
pLac,0.01,3,1.9043400847766208,2.1639974804644133
pLac,0.01,3,1.8979165235992144,2.493603767552252
