Plasmid,Concentration,Replicate,mCherry,GFP
pLac,0.001,2,2.031048074643793,2.720398264714787
pLac,0.001,2,2.1662725961153053,2.5244993032655163
pLac,0.001,2,1.8780676264577558,2.7513585657400044
pLac,0.001,2,2.38699277227414,2.335777748081416
pLac,0.001,2,2.091427857039662,2.654629876918103
pLac,0.001,2,2.195318460456148,2.43784417338834
pLac,0.001,2,1.8006299324571007,2.398855768172828
pLac,0.001,2,1.9468730481953391,2.4832143566895684
pLac,0.001,2,1.6367514089099569,2.8053305237351016
pLac,0.001,2,2.1351889120260714,2.279312111455849
pLac,0.001,2,2.01890435711014,3.3312693961665603
pLac,0.001,2,2.146410219313768,2.7989211414590054
pLac,0.001,2,2.1537363028578387,2.6000830824540504
pLac,0.001,2,2.4028048402039444,2.317717075079019
pLac,0.001,2,1.9935707213477791,2.62560554816848
pLac,0.001,2,2.7916042981210905,2.4113138920720774
pLac,0.001,2,2.0213598645720268,2.446778870990209
pLac,0.001,2,2.2497216150043142,2.681169187170957
pLac,0.001,2,2.324886764553576,2.6879447235544243
pLac,0.001,2,2.442404193597443,2.583496479787721
pLac,0.001,2,1.3738949139910557,1.8597852416285032
pLac,0.001,2,2.1217278958849377,2.398855768172828
pLac,0.001,2,1.5874542094598512,2.7334403915099026
pLac,0.001,2,2.32365045144175,2.3531543734829747
pLac,0.001,2,1.3632144462618767,2.6696494346015016
pLac,0.001,2,1.468554791719212,2.756536009028584
pLac,0.001,2,1.87467130360714,2.270116492212164
pLac,0.001,2,1.804640982123609,2.3683998304267706
pLac,0.001,2,2.4150604955998443,2.558427226446424
pLac,0.001,2,2.400728874051716,2.416744086135677
pLac,0.001,2,2.4048711281571524,2.9066763585888444
pLac,0.001,2,1.8086160577660557,2.9341388042891885
pLac,0.001,2,2.0334373955957075,2.5244993032655163
pLac,0.001,2,2.2915656830627245,2.360840416565173
pLac,0.001,2,2.3273490929045617,2.233389212516895
pLac,0.001,2,1.7067368680053523,2.716201472868183
pLac,0.001,2,1.762796914065199,2.9533939109977743
pLac,0.001,2,1.726222114024336,1.898952270559628
pLac,0.001,2,2.351248033429226,2.3193886472122194
pLac,0.001,2,2.9886307714596163,2.5797277025992016
pLac,0.001,2,2.087226707450356,2.3932083609682206
pLac,0.001,2,2.2363572468417594,2.4016536185678192
pLac,0.001,2,1.5465126946565917,2.3817006470203705
pLac,0.001,2,1.7924972645899555,2.6315591484714638
pLac,0.001,2,1.860819614930172,2.461702008813392
pLac,0.001,2,2.191998460189289,2.3562442575035143
pLac,0.001,2,1.5245304394234362,2.3932083609682206
pLac,0.001,2,1.8354859791678109,2.5319087429329024
pLac,0.001,2,2.026230440654211,2.1592913259466107
pLac,0.001,2,1.3738949139910557,1.8506080148507216
pLac,0.001,2,1.1439561855484648,2.7622916446182586
pLac,0.001,2,1.8946694910312232,2.655432757338357
pLac,0.001,2,2.1078452140284725,2.7259349357307547
pLac,0.001,2,2.490803281365958,2.818449452131068
pLac,0.001,2,2.023801842998544,2.1709674277954063
pLac,0.001,2,2.265526847528349,2.7989211414590054
pLac,0.001,2,1.1941854946233121,2.8473240693811626
pLac,0.001,2,1.9803393518248444,2.2626249618310585
pLac,0.001,2,2.031048074643793,2.7266223456617245
pLac,0.001,2,1.966700799946024,2.4016536185678192
pLac,0.001,2,1.8317457209948085,2.3341649308036785
pLac,0.001,2,1.9583115659569768,2.0794025782278087
pLac,0.001,2,1.75393225930466,2.7334403915099026
pLac,0.001,2,1.8279736304547,2.581615960585435
pLac,0.001,2,1.593924659604581,2.632403391659226
pLac,0.001,2,2.4975443689275902,2.314355550571156
pLac,0.001,2,1.4769972938969185,2.3683998304267706
pLac,0.001,2,1.7356526392265137,2.5319087429329024
pLac,0.001,2,1.7924972645899555,2.2413693448429046
pLac,0.001,2,1.804640982123609,2.436553466368199
pLac,0.001,2,2.0213598645720268,2.4820453215524827
pLac,0.001,2,1.8428731162229923,2.644062539084419
pLac,0.001,2,1.125863144283096,2.1197963323002704
pLac,0.001,2,2.3902006364333275,2.0193370751622166
pLac,0.001,2,1.812555798935393,2.5554444681003576
pLac,0.001,2,2.0589033944957427,2.7091203748805586
pLac,0.001,2,1.7583867486912086,2.1912636818150983
pLac,0.001,2,1.7356526392265137,2.2313723035854727
pLac,0.001,2,1.6425451902771322,2.208580681975444
pLac,0.001,2,2.3346550489327598,2.584433857117004
pLac,0.001,2,1.6811101955624277,1.8068753159800528
pLac,0.001,2,1.881438121508288,2.396040752944139
pLac,0.001,2,1.6065888915412287,2.60548133346058
pLac,0.001,2,2.0997125461613257,2.4313540221425542
pLac,0.001,2,1.9961702476454448,2.8906245515274316
pLac,0.001,2,1.7924972645899555,2.168655855938792
pLac,0.001,2,1.6758021325597086,1.6052736626667656
pLac,0.001,2,2.261271922403524,2.592785178425899
pLac,0.001,2,1.468554791719212,2.3389864747457283
pLac,0.001,2,1.7309624582825849,2.06219383477272
pLac,0.001,2,1.87467130360714,2.844144984771868
pLac,0.001,2,1.796582251693153,2.7480927438173466
pLac,0.001,2,2.1197710805067653,2.4665704475155565
pLac,0.001,2,1.9043400847766208,2.390358376382792
pLac,0.001,2,2.040529034297915,2.229346489949991
pLac,0.001,2,1.9138041731126003,1.9311652168608413
pLac,0.001,2,1.5742228399369165,2.3193886472122194
pLac,0.001,2,2.489953390476184,2.386049931177501
pLac,0.001,2,1.4511714671198366,2.5643351970326576
pLac,0.001,2,2.0139521495767245,2.8206932025341405
pLac,0.001,2,1.6649914023863277,2.6562342353466835
pLac,0.001,2,2.087226707450356,2.4326594171712466
pLac,0.001,2,2.7477213225322537,2.5872345537660744
pLac,0.001,2,1.796582251693153,1.7641611437054106
pLac,0.001,2,1.8279736304547,2.4981468347951536
pLac,0.001,2,1.2930867249398683,2.653825589169486
pLac,0.001,2,2.1217278958849377,2.2550090850341653
pLac,0.001,2,2.1236761098490726,2.6578330036648783
pLac,0.001,2,1.7924972645899555,2.513702427636598
pLac,0.001,2,2.164503260579137,2.346911473873341
pLac,0.001,2,1.5465126946565917,2.6901811831068008
pLac,0.001,2,2.181886585178512,2.4300449027292768
pLac,0.001,2,3.195561926231511,2.7729702685763704
pLac,0.001,2,1.6127878452222115,2.2756559483415497
pLac,0.001,2,2.191998460189289,2.3562442575035143
pLac,0.001,2,1.8006299324571007,2.2393872854191974
pLac,0.001,2,1.8279736304547,2.621305178892596
pLac,0.001,2,2.016435169870378,2.6332460843535763
pLac,0.001,2,1.6189012933635818,2.5115122275683124
pLac,0.001,2,2.0976558465857806,2.1845975203580013
pLac,0.001,2,1.8354859791678109,2.808214543557213
pLac,0.001,2,2.1138482578939675,2.195654586548528
pLac,0.001,2,2.2393621258986087,2.8510053754332536
pLac,0.001,2,1.9776450094046207,2.056311112617186
pLac,0.001,2,2.160943257799336,2.4878609386064916
pLac,0.001,2,1.7017287021405445,2.8644259014048097
pLac,0.001,2,2.2794219655290706,2.6298659877195973
pLac,0.001,2,1.7356526392265137,2.314355550571156
pLac,0.001,2,1.839194937742396,2.618705477643089
pLac,0.001,2,2.6490578063341386,2.5623743135222967
pLac,0.001,2,1.7309624582825849,2.2569249376843503
pLac,0.001,2,1.839194937742396,2.5371288907382663
pLac,0.001,2,1.6367514089099569,2.859824621188777
pLac,0.001,2,1.8979165235992144,2.1146115760831767
pLac,0.001,2,2.016435169870378,2.3484801798221566
pLac,0.001,2,1.6127878452222115,2.690924253784344
pLac,0.001,2,2.339459626747621,2.6290170586280346
pLac,0.001,2,2.4873938956065684,2.154536402119829
pLac,0.001,2,1.9611256577166585,2.7754471763082127
pLac,0.001,2,1.8979165235992144,3.127984135420093
pLac,0.001,2,2.162726833498824,2.028863632785272
pLac,0.001,2,2.5547372991916357,2.6204402473582498
pLac,0.001,2,2.6602048416546387,2.4924609374643234
pLac,0.001,2,2.0334373955957075,2.453055932535837
pLac,0.001,2,2.469942115070196,2.2971682962177264
pLac,0.001,2,2.1680348965015432,2.0849983310314704
pLac,0.001,2,2.351248033429226,1.7641611437054106
pLac,0.001,2,2.203511262366287,2.9085284137495395
pLac,0.001,2,1.6915393346978531,2.7571791009952458
pLac,0.001,2,1.5536043333587997,2.7467798787067963
pLac,0.001,2,2.137078970170513,2.7154982604039484
pLac,0.001,2,1.5605842880580958,2.6000830824540504
pLac,0.001,2,1.7494325459026436,2.734791927223746
pLac,0.001,2,-inf,2.5340039339847795
pLac,0.001,2,1.6065888915412287,2.6090452041388312
pLac,0.001,2,1.670429727833249,2.253085199435334
pLac,0.001,2,1.468554791719212,2.662596154151092
pLac,0.001,2,2.1158313393374275,2.6673103672943066
pLac,0.001,2,1.7671636288275951,2.756536009028584
pLac,0.001,2,1.5605842880580958,2.3160393911511177
pLac,0.001,2,2.1537363028578387,2.2021631501874506
pLac,0.001,2,1.881438121508288,2.8504812793818672
pLac,0.001,2,2.1835879997945864,1.8643059288668584
pLac,0.001,2,1.23929741308522,1.613117375772772
pLac,0.001,2,2.087226707450356,2.720398264714787
pLac,0.001,2,2.259844488115892,2.5371288907382663
pLac,0.001,2,1.8428731162229923,2.9190350539688485
pLac,0.001,2,2.0851111045637767,2.688691421917913
pLac,0.001,2,2.1313844426304707,2.9508727725501207
pLac,0.001,2,2.1573544287723645,2.660220759494325
pLac,0.001,2,1.7309624582825849,2.966203592357567
pLac,0.001,2,1.9583115659569768,2.767975976624164
pLac,0.001,2,1.6649914023863277,2.2569249376843503
pLac,0.001,2,2.2256767791125807,2.2353972946851504
pLac,0.001,2,1.6482642110869556,2.5115122275683124
pLac,0.001,2,1.209738597916355,2.6570343158337977
pLac,0.001,2,2.528234736255344,2.5392004339548166
pLac,0.001,2,2.052101962360268,2.7266223456617245
pLac,0.001,2,2.181886585178512,1.8643059288668584
pLac,0.001,2,2.1445596197015764,2.458016478612577
pLac,0.001,2,2.2928946734534,2.8536169137470897
pLac,0.001,2,2.304679597181975,2.6497828666025813
pLac,0.001,2,1.9200031267935835,2.85205177507285
pLac,0.001,2,1.493414650885729,1.7641611437054106
pLac,0.001,2,2.008943983711916,2.43784417338834
pLac,0.001,2,2.4140520356352893,2.2588328241882474
pLac,0.001,2,1.4330784258544678,2.4391312599071764
pLac,0.001,2,1.5245304394234362,2.5473943310380607
pLac,0.001,2,1.9138041731126003,2.521286832432169
pLac,0.001,2,2.17501485120084,2.428732037618726
pLac,0.001,2,2.227218408364956,2.4665704475155565
pLac,0.001,2,2.089332259929033,2.37730974228694
pLac,0.001,2,2.1852829080291283,2.4543011057371644
pLac,0.001,2,0.6389384433439804,2.461702008813392
pLac,0.001,2,1.2247643745996524,2.0030063108315392
pLac,0.001,2,1.711689075538768,2.662596154151092
pLac,0.001,2,3.0472616423995484,2.6448841078681053
pLac,0.001,2,1.804640982123609,2.1067229111237817
pLac,0.001,2,2.324886764553576,2.5991771669710264
pLac,0.001,2,2.052101962360268,2.111997061641207
pLac,0.001,2,1.812555798935393,2.225267831600235
pLac,0.001,2,2.195318460456148,2.485543529422424
pLac,0.001,2,1.3522702368032804,2.40304617211954
pLac,0.001,2,1.7402937074258396,2.6315591484714638
pLac,0.001,2,1.8279736304547,2.7834060130157616
pLac,0.001,2,1.6811101955624277,2.7401586087890646
pLac,0.001,2,0.9461537249153522,2.3058423927721123
pLac,0.001,2,2.205131805170586,2.472584243207899
pLac,0.001,2,1.6127878452222115,2.2756559483415497
pLac,0.001,2,1.9776450094046207,2.332546424564331
pLac,0.001,2,2.3136337999705403,2.5604050141770966
pLac,0.001,2,2.7820255410342667,2.3817006470203705
pLac,0.001,2,1.493414650885729,2.7667188633909703
pLac,0.001,2,1.4769972938969185,2.3227136330886817
pLac,0.001,2,1.8241691610590989,2.0225346215036017
pLac,0.001,2,2.2333318565063256,2.522360156999019
pLac,0.001,2,1.985679391882028,2.6290170586280346
pLac,0.001,2,1.9043400847766208,2.6195736823356164
pLac,0.001,2,2.3627310063527083,2.5797277025992016
pLac,0.001,2,1.6367514089099569,2.2149096932571144
pLac,0.001,2,1.7671636288275951,2.682683531922079
pLac,0.001,2,2.0997125461613257,2.5037631355508614
pLac,0.001,2,1.3945134205691725,2.777910785142528
pLac,0.001,2,2.1332907593895105,2.69609232499414
pLac,0.001,2,1.5245304394234362,2.645704208252825
pLac,0.001,2,1.8946694910312232,1.5184407199436898
pLac,0.001,2,2.304679597181975,2.4604767850063456
pLac,0.001,2,1.8164608282777008,2.665744338323304
pLac,0.001,2,1.8317457209948085,2.360840416565173
pLac,0.001,2,1.6308808864875806,2.0592619011988704
pLac,0.001,2,2.3933854498725284,2.1912636818150983
pLac,0.001,2,1.5465126946565917,2.5564408768374176
pLac,0.001,2,1.974934187723433,2.229346489949991
pLac,0.001,2,2.0633803816850524,2.542290317975356
pLac,0.001,2,2.0139521495767245,2.290108987084768
pLac,0.001,2,1.87467130360714,2.087770823110774
pLac,0.001,2,1.901139941175953,2.5946205650454965
pLac,0.001,2,1.8354859791678109,2.369896882466354
pLac,0.001,2,1.7309624582825849,2.3577814316148773
pLac,0.001,2,1.9961702476454448,2.7977461189395303
pLac,0.001,2,1.404473793967396,2.566287736332632
pLac,0.001,2,1.5014007761946842,2.569201054329745
pLac,0.001,2,2.4726040928211432,2.9052823948541437
pLac,0.001,2,1.341048929515584,2.838797068252994
pLac,0.001,2,2.443350230164108,2.090526663485585
pLac,0.001,2,2.4269863620781367,1.894761866612916
pLac,0.001,2,1.907517288082612,2.5071002123914514
pLac,0.001,2,1.966700799946024,2.3946267424472865
pLac,0.001,2,1.8946694910312232,2.1934643864802426
pLac,0.001,2,2.6783674018540697,2.5806728029191284
pLac,0.001,2,1.6367514089099569,2.1399686375245066
pLac,0.001,2,1.3522702368032804,2.604586023824127
pLac,0.001,2,2.095589558632573,3.028237372280953
pLac,0.001,2,1.23929741308522,1.7585310602711466
pLac,0.001,2,1.9611256577166585,2.2626249618310585
pLac,0.001,2,1.780011425878984,2.515882222914736
pLac,0.001,2,1.6811101955624277,2.6916661230536385
pLac,0.001,2,1.6649914023863277,2.756536009028584
pLac,0.001,2,2.772684927174969,2.4604767850063456
pLac,0.001,2,2.0700121956365702,1.9791204551296568
pLac,0.001,2,1.6482642110869556,2.5071002123914514
pLac,0.001,2,1.75393225930466,2.57497277877242
pLac,0.001,2,1.2670075583655445,2.0096085260766863
pLac,0.001,2,2.4069278277327,2.1350080914477667
pLac,0.001,2,1.7017287021405445,2.7711037736239064
pLac,0.001,2,1.9987546162692245,2.0443144542954927
pLac,0.001,2,1.2247643745996524,2.3193886472122194
pLac,0.001,2,1.3843240531264809,2.7448035107850584
pLac,0.001,2,1.985679391882028,2.6834388342211923
pLac,0.001,2,2.599445957951956,2.5991771669710264
pLac,0.001,2,1.6539103761452865,2.616090963201119
pLac,0.001,2,2.3310171245699154,2.5484083558554045
pLac,0.001,2,2.9547852786426634,2.8161946758832235
pLac,0.001,2,1.593924659604581,2.7852232274428688
pLac,0.001,2,1.9961702476454448,2.5825571835679906
pLac,0.001,2,2.3224106801069264,2.7983340063269377
pLac,0.001,2,1.2802389278884794,2.428732037618726
pLac,0.001,2,2.498379841301668,2.40304617211954
pLac,0.001,2,2.2511819720527013,1.996307709483086
pLac,0.001,2,1.8006299324571007,2.479698277851461
pLac,0.001,2,2.2333318565063256,2.3227136330886817
pLac,0.001,2,1.8979165235992144,2.886764625142675
pLac,0.001,2,2.489953390476184,2.8958794829599266
pLac,0.001,2,1.7017287021405445,2.701202834945973
pLac,0.001,2,1.7924972645899555,2.61433964029982
pLac,0.001,2,1.985679391882028,2.2313723035854727
pLac,0.001,2,2.0358139051136708,2.056311112617186
pLac,0.001,2,2.103797533264525,2.3802416758607894
pLac,0.001,2,2.091427857039662,2.424770752211852
pLac,0.001,2,2.1500883977943643,2.372876412696274
pLac,0.001,2,1.4511714671198366,2.645704208252825
pLac,0.001,2,1.8241691610590989,2.3109692175399648
pLac,0.001,2,1.6594855183746522,2.233389212516895
pLac,0.001,2,2.3199206850005285,2.326014697996349
pLac,0.001,2,2.309818413741894,2.815629246306924
pLac,0.001,2,2.171538614061482,2.730725318244223
pLac,0.001,2,1.670429727833249,2.337384916250288
pLac,0.001,2,2.1078452140284725,2.516968249559256
pLac,0.001,2,1.7309624582825849,-0.2578445459685011
pLac,0.001,2,2.505007523127836,2.3500435409362552
pLac,0.001,2,1.9883254771338,2.6946216633405875
pLac,0.001,2,1.9138041731126003,2.802428262047133
pLac,0.001,2,1.7671636288275951,2.3623622953835626
pLac,0.001,2,2.372817311833952,2.43784417338834
pLac,0.001,2,1.8643233324901105,2.2149096932571144
pLac,0.001,2,2.040529034297915,2.4153925504218328
pLac,0.001,2,1.9935707213477791,2.811080549396601
pLac,0.001,2,2.052101962360268,2.500401611042998
pLac,0.001,2,2.1217278958849377,2.9117516305176894
pLac,0.001,2,2.0765462397211767,2.233389212516895
pLac,0.001,2,1.901139941175953,2.527689439242748
pLac,0.001,2,1.5605842880580958,2.9694520734876035
pLac,0.001,2,1.6482642110869556,2.6340872322391875
pLac,0.001,2,1.796582251693153,2.4604767850063456
pLac,0.001,2,1.3738949139910557,2.3075577070804103
pLac,0.001,2,2.195318460456148,2.2719704181407345
pLac,0.001,2,2.1662725961153053,2.3484801798221566
pLac,0.001,2,1.8086160577660557,3.1492515391190405
pLac,0.001,2,1.949760471848504,2.6273144739543137
pLac,0.001,2,1.6189012933635818,2.4867036970268606
pLac,0.001,2,2.023801842998544,2.374358953705256
pLac,0.001,2,2.0700121956365702,2.249213057948912
pLac,0.001,2,1.125863144283096,2.041265632160801
pLac,0.001,2,1.9230703913756548,2.012874347999344
pLac,0.001,2,3.6658459934270833,2.90341716446814
pLac,0.001,2,2.2584124417547,2.4313540221425542
pLac,0.001,2,1.4422172643312718,2.279312111455849
pLac,0.001,2,1.867799569629468,2.1868303522244315
pLac,0.001,2,2.350083202369257,2.0794025782278087
pLac,0.001,2,2.304679597181975,2.583496479787721
pLac,0.001,2,2.193661568944468,2.359313473248871
pLac,0.001,2,1.6065888915412287,2.5554444681003576
pLac,0.001,2,1.7402937074258396,2.1374950679594256
pLac,0.001,2,2.358173455004712,2.8041718209903084
pLac,0.001,2,1.804640982123609,2.5633558027587817
pLac,0.001,2,1.985679391882028,2.907140073679452
pLac,0.001,2,2.162726833498824,2.4518073711039348
pLac,0.001,2,2.1275470336961373,2.4665704475155565
pLac,0.001,2,2.9318471851932824,3.3524727898955016
pLac,0.001,2,1.0223208457672135,2.659426220693017
pLac,0.001,2,2.1217278958849377,2.661805721495496
pLac,0.001,2,1.7448866807888963,2.3227136330886817
pLac,0.001,2,2.0743789103989667,2.404434512189628
pLac,0.001,2,1.60030200651124,1.9720611459966968
pLac,0.001,2,1.9410411487491712,2.7055384203661648
pLac,0.001,2,1.7402937074258396,2.881403643846852
pLac,0.001,2,2.1275470336961373,2.3437578804074257
pLac,0.001,2,2.2018847726025945,2.229346489949991
pLac,0.001,2,1.5393057397150949,2.574015852371149
pLac,0.001,2,2.3783231958456272,2.3653909931331225
pLac,0.001,2,1.7924972645899555,2.4002568258815487
pLac,0.001,2,1.7067368680053523,2.6473400247558057
pLac,0.001,2,2.6642419882954647,2.386049931177501
pLac,0.001,2,1.5393057397150949,2.5319087429329024
pLac,0.001,2,1.6308808864875806,2.677361314336941
pLac,0.001,2,1.23929741308522,1.5184407199436898
pLac,0.001,2,1.9043400847766208,2.75005502496811
pLac,0.001,2,2.0743789103989667,2.7105453637373578
pLac,0.001,2,2.0566478274740154,2.993877113791017
pLac,0.001,2,1.7671636288275951,2.6448841078681053
pLac,0.001,2,2.0765462397211767,2.7729702685763704
pLac,0.001,2,2.18865340307966,2.6641729462289185
pLac,0.001,2,1.853727976227964,2.117211277332684
pLac,0.001,2,1.16133951014784,2.8613635137763747
pLac,0.001,2,1.6915393346978531,2.0932660509840075
pLac,0.001,2,2.6233745468546603,2.57497277877242
pLac,0.001,2,2.203511262366287,2.3638791431884147
pLac,0.001,2,2.0139521495767245,2.7401586087890646
pLac,0.001,2,1.888103178884776,2.8251480534795212
pLac,0.001,2,2.2584124417547,2.786430717726826
pLac,0.001,2,2.0451945296218974,2.2756559483415497
pLac,0.001,2,1.3055725636508395,2.149731687609574
pLac,0.001,2,2.016435169870378,2.414037021982208
pLac,0.001,2,1.6127878452222115,2.856213672478052
pLac,0.001,2,2.302087671881784,2.3341649308036785
pLac,0.001,2,1.5674560220357685,2.2511532132416754
pLac,0.001,2,1.7583867486912086,2.755247114801588
pLac,0.001,2,1.9410411487491712,2.374358953705256
pLac,0.001,2,2.2848602909759923,2.566287736332632
pLac,0.001,2,2.2099581827701784,2.551437053604965
pLac,0.001,2,1.8317457209948085,2.420774970416661
pLac,0.001,2,2.1500883977943643,2.372876412696274
pLac,0.001,2,1.3055725636508395,1.9388770965962805
pLac,0.001,2,1.6367514089099569,2.2607328105183666
pLac,0.001,2,1.8428731162229923,2.3484801798221566
pLac,0.001,2,2.1313844426304707,2.0592619011988704
pLac,0.001,2,2.052101962360268,2.266386016028934
pLac,0.001,2,2.42106353946534,1.8412434848585413
pLac,0.001,2,2.4269863620781367,2.195654586548528
pLac,0.001,2,1.3522702368032804,2.154536402119829
pLac,0.001,2,1.4142152402368375,2.5244993032655163
pLac,0.001,2,1.955479492658328,2.6578330036648783
pLac,0.001,2,1.7714877408155836,2.3437578804074257
pLac,0.001,2,1.8164608282777008,2.3092666328662443
pLac,0.001,2,1.5393057397150949,2.856731265362156
pLac,0.001,2,2.316159265283288,2.2190810496501965
pLac,0.001,2,1.7494325459026436,2.6315591484714638
pLac,0.001,2,1.8979165235992144,2.602790146607519
pLac,0.001,2,1.3632144462618767,2.8838482209828467
pLac,0.001,2,1.4142152402368375,2.1639974804644133
pLac,0.001,2,1.5674560220357685,2.8587958179705457
pLac,0.001,2,1.6065888915412287,2.7977461189395303
pLac,0.001,2,2.245311449630324,2.223214825745292
pLac,0.001,2,1.7583867486912086,2.4099462426449305
pLac,0.001,2,1.509245546706329,2.4701881748748407
pLac,0.001,2,1.468554791719212,2.446778870990209
pLac,0.001,2,2.0589033944957427,2.685697309870752
pLac,0.001,2,1.6863554397764071,2.206451462177446
pLac,0.001,2,2.621481798227819,2.690924253784344
pLac,0.001,2,2.3661186760671145,2.206451462177446
pLac,0.001,2,2.008943983711916,2.9529746820575986
pLac,0.001,2,2.0428679207978853,2.369896882466354
pLac,0.001,2,1.888103178884776,2.156920023288534
pLac,0.001,2,1.5605842880580958,2.7995075262584317
pLac,0.001,2,2.0743789103989667,2.390358376382792
pLac,0.001,2,1.9439666904813289,2.5071002123914514
pLac,0.001,2,1.9639219948360336,2.500401611042998
pLac,0.001,2,1.4599483472562231,2.369896882466354
pLac,0.001,2,1.4422172643312718,2.0443144542954927
pLac,0.001,2,3.6282223440867023,1.6782598683950165
pLac,0.001,2,1.6863554397764071,2.7924209600241756
pLac,0.001,2,1.5742228399369165,2.3437578804074257
pLac,0.001,2,2.2067464443450286,2.761018839244262
pLac,0.001,2,1.6308808864875806,1.7697229820227045
pLac,0.001,2,1.8847831786179168,2.3638791431884147
pLac,0.001,2,1.75393225930466,2.383154993857904
pLac,0.001,2,1.9961702476454448,2.458016478612577
pLac,0.001,2,2.4452362668960927,2.221152592866748
pLac,0.001,2,2.3382633562151653,2.225267831600235
pLac,0.001,2,1.9380961680589524,1.7806484039595374
pLac,0.001,2,1.4330784258544678,2.62216848308537
pLac,0.001,2,1.6189012933635818,2.329292183667736
pLac,0.001,2,1.8643233324901105,2.477339167034681
pLac,0.001,2,1.974934187723433,2.692406794793325
pLac,0.001,2,2.3370638481401085,2.073737740311945
pLac,0.001,2,2.243831588612069,2.298916283257804
pLac,0.001,2,2.151916103325443,2.583496479787721
pLac,0.001,2,2.0498114251527206,2.420774970416661
pLac,0.001,2,2.0213598645720268,2.0319956998481854
pLac,0.001,2,1.4769972938969185,2.2149096932571144
pLac,0.001,2,1.846521021286467,2.919937406360159
pLac,0.001,2,1.9639219948360336,2.4629239697036414
pLac,0.001,2,1.2670075583655445,2.5234309767221297
pLac,0.001,2,1.6915393346978531,2.7300440322347206
pLac,0.001,2,2.252637533174395,2.3547019164106344
pLac,0.001,2,2.016435169870378,2.5937037894296195
pLac,0.001,2,3.0246803052566533,2.412677477156153
pLac,0.001,2,1.949760471848504,2.0849983310314704
pLac,0.001,2,2.054380722974884,2.57497277877242
pLac,0.001,2,1.95262920654452,2.8759792857000863
pLac,0.001,2,1.853727976227964,2.8664561969434743
pLac,0.001,2,1.9200031267935835,2.2865381827360567
pLac,0.001,2,2.7237841778212526,2.2936522173796186
pLac,0.001,2,2.0334373955957075,2.3389864747457283
pLac,0.001,2,2.392326386135149,2.635764916167089
pLac,0.001,2,2.1217278958849377,2.436553466368199
pLac,0.001,2,1.969462291516169,2.337384916250288
pLac,0.001,2,1.9909558585230718,2.065107152769833
pLac,0.001,2,1.593924659604581,2.6758292727029467
pLac,0.001,3,1.7924972645899555,2.616090963201119
pLac,0.001,3,1.762796914065199,2.1067229111237817
pLac,0.001,3,1.6915393346978531,1.873215840727028
pLac,0.001,3,1.3632144462618767,2.2756559483415497
pLac,0.001,3,2.109855276263711,2.708406217470861
pLac,0.001,3,1.4330784258544678,2.420774970416661
pLac,0.001,3,1.8279736304547,2.618705477643089
pLac,0.001,3,1.4330784258544678,2.480873300370936
pLac,0.001,3,2.203511262366287,2.6178356270639034
pLac,0.001,3,2.489101866749884,2.500401611042998
pLac,0.001,3,1.5319796561710242,2.4820453215524827
pLac,0.001,3,1.972206683957699,1.8776067454604584
pLac,0.001,3,2.0743789103989667,2.569201054329745
pLac,0.001,3,1.8046409821236091,2.4300449027292768
pLac,0.001,3,2.1332907593895105,2.300657636555019
pLac,0.001,3,1.7883742770612008,2.1197963323002704
pLac,0.001,3,1.493414650885729,2.2918840223471526
pLac,0.001,3,2.2333318565063256,2.487860938606492
pLac,0.001,3,1.2533690064867242,2.4592482808103595
pLac,0.001,3,1.8279736304547,2.6473400247558057
pLac,0.001,3,1.423747176711213,2.424770752211852
pLac,0.001,3,1.493414650885729,2.2472646641800917
pLac,0.001,3,2.6321020461249485,2.2413693448429046
pLac,0.001,3,1.5465126946565917,2.20000387070566
pLac,0.001,3,2.3136337999705403,2.0030063108315392
pLac,0.001,3,2.095589558632573,2.412677477156153
pLac,0.001,3,1.5674560220357685,2.2511532132416754
pLac,0.001,3,1.955479492658328,2.525565148211909
pLac,0.001,3,1.6758021325597086,1.95760810725348
pLac,0.001,3,1.9583115659569768,2.62216848308537
pLac,0.001,3,1.9468730481953391,2.154536402119829
pLac,0.001,3,1.7262221140243361,2.8093630949531683
pLac,0.001,3,1.8847831786179168,2.494743758307845
pLac,0.001,3,2.052101962360268,2.5544458908986134
pLac,0.001,3,1.6539103761452865,2.581615960585435
pLac,0.001,3,1.4685547917192119,2.221152592866748
pLac,0.001,3,1.5808878973134044,1.5462580877787888
pLac,0.001,3,1.3410489295155839,2.2313723035854727
pLac,0.001,3,1.6915393346978531,2.3341649308036785
pLac,0.001,3,0.9461537249153522,2.8229260344005715
pLac,0.001,3,1.4769972938969185,2.5494201446735425
pLac,0.001,3,1.6482642110869556,2.521286832432169
pLac,0.001,3,1.75393225930466,2.279312111455849
pLac,0.001,3,1.670429727833249,2.742155041422744
pLac,0.001,3,1.6915393346978531,2.326014697996349
pLac,0.001,3,1.670429727833249,2.521286832432169
pLac,0.001,3,1.2930867249398683,1.7292953109569833
pLac,0.001,3,1.4769972938969185,2.7408250519608397
pLac,0.001,3,1.6811101955624277,2.5202109912755204
pLac,0.001,3,1.3177162811844934,2.6696494346015016
pLac,0.001,3,1.7671636288275951,2.1823537699549287
pLac,0.001,3,2.101759745935924,2.558427226446424
pLac,0.001,3,1.5536043333587997,2.684945719132512
pLac,0.001,3,1.593924659604581,2.374358953705256
